rxn,LB,UB
HMR_4020,-2.857135004350318,2.857135004350318
HMR_4022,0.0,4.075172097039178
HMR_4038,-2.632759233416746,2.632759233416746
HMR_4040,0.0,3.3423627567061387
HMR_4046,0.0,2.2649810472628125
HMR_4048,0.0,4.383934182711999
HMR_4080,0.0,2.1728256405077886
HMR_4085,-3.2523876063711343,3.2523876063711343
HMR_4086,-3.2523876063711343,3.2523876063711343
HMR_4134,0.0,4.50420337349414
HMR_4135,-2.857135004350318,2.857135004350318
HMR_4168,0.0,2.387198208117974
HMR_4171,0.0,2.334568629565297
HMR_4290,0.0,2.205404526439791
HMR_4406,0.0,1.641118061732584
HMR_4412,-2.950599863637723,2.950599863637723
HMR_4417,0.0,4.52645346647023
HMR_4418,-3.1615722804973263,3.1615722804973263
HMR_4419,0.0,2.905650720028283
HMR_4421,0.0,2.334568629565297
HMR_4449,0.0,4.52645346647023
HMR_4450,0.0,4.52645346647023
HMR_4452,-3.1615722804973263,3.1615722804973263
HMR_4453,0.0,2.2649810472628125
HMR_4480,-6.082037439322431,6.082037439322431
HMR_4481,0.0,2.5217194127359552
HMR_4482,0.0,2.5217194127359552
HMR_4486,0.0,2.7230999960076767
HMR_4487,0.0,2.7230999960076767
HMR_4488,0.0,2.7230999960076767
HMR_4489,0.0,2.7230999960076767
HMR_4492,0.0,2.7230999960076767
HMR_4493,0.0,2.7230999960076767
HMR_4495,0.0,2.7230999960076767
HMR_4496,0.0,2.7230999960076767
HMR_4518,0.0,3.5553958317769667
HMR_4519,0.0,4.180199556043549
HMR_4520,0.0,4.180199556043549
HMR_4573,0.0,2.334568629565297
HMR_4574,-2.978997271281253,2.978997271281253
HMR_4600,0.0,2.7470771347977045
HMR_4602,0.0,4.52645346647023
HMR_4603,-3.365394528382978,3.365394528382978
HMR_4611,0.0,0.5204431626163792
HMR_4632,0.0,4.52645346647023
HMR_4646,0.0,4.180199556043549
HMR_4648,0.0,4.180199556043549
HMR_4649,0.0,4.180199556043549
HMR_4650,0.0,4.180199556043549
HMR_4651,-2.978997271281253,2.978997271281253
HMR_4663,-2.978997271281253,2.978997271281253
HMR_4664,0.0,3.1615722804973263
HMR_4694,0.0,2.5217194127359552
HMR_4695,-3.365394528382978,3.365394528382978
HMR_4705,0.0,4.52645346647023
HMR_4709,-3.365394528382978,3.365394528382978
HMR_4804,-3.1238662052244788,3.1238662052244788
HMR_4808,0.0,1.5694256871844159
HMR_4810,0.0,3.1238662052244788
HMR_4812,-2.950599863637723,2.950599863637723
HMR_4814,-2.632759233416746,2.632759233416746
HMR_5301,0.0,3.184788960850834
HMR_5353,-2.857135004350318,2.857135004350318
HMR_6602,-5.6325153129784065,5.6325153129784065
HMR_6603,-5.6325153129784065,5.6325153129784065
HMR_7144,0.0,3.801350203046373
HMR_8755,0.0,4.180199556043549
HMR_4016,-3.2357672642558892,3.2357672642558892
HMR_4018,-3.2357672642558892,3.2357672642558892
HMR_4044,-3.2357672642558892,3.2357672642558892
HMR_4291,-3.2357672642558892,3.2357672642558892
HMR_4420,0.0,3.2357672642558892
HMR_4570,-3.2357672642558892,3.2357672642558892
HMR_4572,0.0,3.2357672642558892
HMR_4006,-3.2357672642558892,3.2357672642558892
HMR_4028,-3.2357672642558892,3.2357672642558892
HMR_4030,-3.2357672642558892,3.2357672642558892
HMR_4670,-3.2357672642558892,3.2357672642558892
HMR_4673,-3.2357672642558892,3.2357672642558892
HMR_4675,0.0,3.2357672642558892
HMR_6614,-3.2357672642558892,3.2357672642558892
HMR_6615,-3.2357672642558892,3.2357672642558892
HMR_6616,-3.2357672642558892,3.2357672642558892
HMR_4635,-3.2357672642558892,3.2357672642558892
HMR_3793,-3.6459441169462745,3.6459441169462745
HMR_3931,0.0,3.7281307244926487
HMR_3969,0.0,2.8045171923501733
HMR_3970,0.0,4.435503700520908
HMR_4008,-4.650070304843817,4.650070304843817
HMR_4032,0.0,3.1437363371200617
HMR_4034,0.0,1.8768597861198417
HMR_4036,0.0,2.572084543931398
HMR_4050,-1.8768597861198417,1.8768597861198417
HMR_4056,0.0,4.52645346647023
HMR_4059,0.0,4.50420337349414
HMR_4060,0.0,4.50420337349414
HMR_4127,0.0,3.860297555920636
HMR_4177,0.0,4.52645346647023
HMR_4179,0.0,4.52645346647023
HMR_4182,0.0,4.079507805422709
HMR_4183,0.0,2.205404526439791
HMR_4192,0.0,2.205404526439791
HMR_4194,0.0,3.1437363371200617
HMR_4210,0.0,2.334568629565297
HMR_4211,0.0,2.387198208117974
HMR_4343,0.0,2.1221664764602455
HMR_4345,-4.010240699767139,4.010240699767139
HMR_4346,0.0,5.266105416002472
HMR_4470,0.0,4.010240699767139
HMR_4471,0.0,4.010240699767139
HMR_4472,0.0,4.010240699767139
HMR_4484,0.0,4.52645346647023
HMR_4485,-3.365394528382978,3.365394528382978
HMR_4510,0.0,4.52645346647023
HMR_4512,-4.650070304843817,4.650070304843817
HMR_4513,0.0,1.7276180603420865
HMR_4514,0.0,3.147018265506854
HMR_4577,-2.572084543931398,2.572084543931398
HMR_4579,-2.156880238781916,2.156880238781916
